No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,Total_Pollutants
15428,2014,12,3,19,6.0,46.0,3.0,2.0,200.0,67.0,-1.7,1017.0,-25.0,0.0,W,3.6,Dingling,324.0
15429,2014,12,3,20,7.0,54.0,3.0,2.0,200.0,70.0,-2.2,1018.0,-24.7,0.0,WNW,4.0,Dingling,336.0
15430,2014,12,3,21,6.0,41.0,3.0,2.0,200.0,72.0,-2.6,1016.0,-24.4,0.0,WNW,5.0,Dingling,324.0
15431,2014,12,3,22,8.0,29.0,3.0,2.0,200.0,71.0,-2.8,1015.0,-24.5,0.0,WNW,4.0,Dingling,313.0
15432,2014,12,3,23,5.0,23.0,3.0,2.0,200.0,71.0,-3.2,1016.0,-24.9,0.0,NW,4.8,Dingling,304.0
15433,2014,12,4,0,5.0,23.0,4.0,2.0,200.0,70.0,-3.3,1015.0,-25.6,0.0,WNW,5.6,Dingling,304.0
15434,2014,12,4,1,7.0,18.0,4.0,2.0,200.0,70.0,-3.5,1015.0,-25.8,0.0,W,4.9,Dingling,301.0
15435,2014,12,4,2,9.0,20.0,2.0,2.0,200.0,68.0,-3.6,1019.0,-24.6,0.0,WNW,4.8,Dingling,301.0
15436,2014,12,4,3,6.0,16.0,2.0,2.0,200.0,66.0,-3.6,1021.0,-24.6,0.0,WNW,2.8,Dingling,292.0
15437,2014,12,4,4,8.0,20.0,7.0,2.0,200.0,59.0,-3.7,1021.0,-24.6,0.0,WNW,3.7,Dingling,296.0
15438,2014,12,4,5,6.0,22.0,5.0,2.0,200.0,63.0,-3.5,1021.0,-24.5,0.0,W,4.6,Dingling,298.0
15439,2014,12,4,6,6.0,19.0,3.0,2.0,200.0,65.0,-3.5,1023.0,-24.5,0.0,WNW,4.8,Dingling,295.0
15440,2014,12,4,7,6.0,19.0,5.0,2.0,200.0,63.0,-3.8,1023.0,-24.1,0.0,WNW,3.9,Dingling,295.0
15441,2014,12,4,8,8.0,20.0,4.0,2.0,200.0,63.0,-3.8,1021.0,-24.1,0.0,WNW,5.2,Dingling,297.0
15442,2014,12,4,9,3.0,34.0,8.0,2.0,200.0,61.0,-2.9,1023.0,-24.0,0.0,W,4.8,Dingling,308.0
15443,2014,12,4,10,6.0,30.0,4.0,2.0,200.0,63.0,-2.0,1022.0,-23.9,0.0,WNW,6.4,Dingling,305.0
15444,2014,12,4,11,7.0,23.0,3.0,2.0,200.0,65.0,-1.4,1019.0,-24.1,0.0,W,7.4,Dingling,300.0
15445,2014,12,4,12,5.0,23.0,3.0,2.0,200.0,65.0,-0.7,1019.0,-24.2,0.0,W,4.6,Dingling,298.0
15446,2014,12,4,13,7.0,26.0,3.0,2.0,200.0,67.0,0.1,1025.0,-24.3,0.0,W,5.4,Dingling,305.0
15447,2014,12,4,14,3.0,20.0,2.0,2.0,200.0,68.0,1.1,1024.0,-24.3,0.0,WNW,4.8,Dingling,295.0
15448,2014,12,4,15,4.0,26.0,2.0,2.0,200.0,69.0,1.2,1026.0,-25.2,0.0,WNW,5.5,Dingling,303.0
15449,2014,12,4,16,6.0,35.0,2.0,2.0,200.0,71.0,0.9,1028.0,-25.4,0.0,WNW,3.7,Dingling,316.0
15450,2014,12,4,17,4.0,23.0,2.0,2.0,200.0,72.0,0.0,1026.0,-25.2,0.0,WNW,3.7,Dingling,303.0
15451,2014,12,4,18,4.0,23.0,2.0,2.0,200.0,71.0,-0.2,1024.0,-26.3,0.0,WNW,3.9,Dingling,302.0
15452,2014,12,4,19,4.0,23.0,3.0,2.0,200.0,69.0,-1.4,1022.0,-25.5,0.0,N,1.4,Dingling,301.0
15453,2014,12,4,20,5.0,22.0,3.0,2.0,200.0,68.0,-2.6,1022.0,-25.0,0.0,N,2.4,Dingling,300.0
15454,2014,12,4,21,9.0,19.0,3.0,2.0,200.0,69.0,-2.2,1022.0,-26.2,0.0,NNW,2.7,Dingling,302.0
15455,2014,12,4,22,8.0,14.0,2.0,2.0,200.0,69.0,-3.6,1023.0,-25.2,0.0,N,2.3,Dingling,295.0
15456,2014,12,4,23,4.0,12.0,2.0,2.0,200.0,65.0,-3.5,1025.0,-25.8,0.0,NNW,3.0,Dingling,285.0
15457,2014,12,5,0,3.0,10.0,2.0,2.0,200.0,58.0,-3.2,1025.0,-25.5,0.0,NNW,2.5,Dingling,275.0
15458,2014,12,5,1,5.0,11.0,5.0,2.0,200.0,54.0,-4.4,1025.0,-25.2,0.0,ENE,1.1,Dingling,277.0
15459,2014,12,5,2,9.0,10.0,8.0,2.0,300.0,49.0,-5.5,1024.0,-25.0,0.0,N,1.8,Dingling,378.0
15460,2014,12,5,3,4.0,14.0,3.0,2.0,300.0,49.0,-5.0,1026.0,-24.6,0.0,WNW,1.6,Dingling,372.0
15461,2014,12,5,4,7.0,11.0,3.0,2.0,200.0,49.0,-4.7,1027.0,-24.3,0.0,NE,2.0,Dingling,272.0
15462,2014,12,5,5,8.0,14.0,4.0,2.0,200.0,53.0,-4.9,1026.0,-23.9,0.0,NNE,1.2,Dingling,281.0
15463,2014,12,5,6,5.0,14.0,8.0,2.0,200.0,54.0,-5.4,1025.0,-23.3,0.0,NW,2.8,Dingling,283.0
15464,2014,12,5,7,6.0,8.0,3.0,2.0,200.0,64.0,-4.3,1025.0,-24.0,0.0,NNW,3.9,Dingling,283.0
15465,2014,12,5,8,5.0,7.0,4.0,2.0,200.0,55.0,-4.9,1023.0,-23.4,0.0,NNE,1.8,Dingling,273.0
15466,2014,12,5,9,13.0,30.0,6.0,2.0,300.0,51.0,-3.6,1022.0,-23.4,0.0,NW,2.5,Dingling,402.0
15467,2014,12,5,10,12.0,18.0,6.0,2.0,300.0,60.0,-0.1,1027.0,-23.7,0.0,WNW,4.5,Dingling,398.0
15468,2014,12,5,11,8.0,13.0,7.0,2.0,200.0,65.0,0.9,1024.0,-22.9,0.0,WNW,4.2,Dingling,295.0
15469,2014,12,5,12,12.0,13.0,7.0,2.0,200.0,66.0,2.2,1026.0,-23.5,0.0,NW,3.7,Dingling,300.0
15470,2014,12,5,13,10.0,12.0,7.0,3.0,200.0,70.0,3.2,1028.0,-22.7,0.0,W,4.9,Dingling,302.0
15471,2014,12,5,14,3.0,16.0,10.0,4.0,200.0,71.0,4.0,1023.0,-22.0,0.0,WNW,3.4,Dingling,304.0
15472,2014,12,5,15,3.0,19.0,10.0,4.0,200.0,72.0,4.1,1026.0,-21.9,0.0,WNW,3.2,Dingling,308.0
15473,2014,12,5,16,5.0,18.0,10.0,5.0,200.0,70.0,4.0,1026.0,-22.0,0.0,W,4.2,Dingling,308.0
15474,2014,12,5,17,5.0,17.0,10.0,7.0,300.0,67.0,2.7,1023.0,-21.4,0.0,WNW,1.3,Dingling,406.0
15475,2014,12,5,18,15.0,31.0,17.0,21.0,600.0,48.0,0.5,1025.0,-20.5,0.0,E,1.8,Dingling,732.0
15476,2014,12,5,19,53.0,63.0,21.0,35.0,1100.0,27.0,-0.7,1023.0,-20.4,0.0,E,1.5,Dingling,1299.0
15477,2014,12,5,20,47.0,47.0,20.0,33.0,1200.0,24.0,-2.2,1022.0,-20.1,0.0,N,1.3,Dingling,1371.0
15478,2014,12,5,21,58.0,58.0,20.0,46.0,1300.0,8.0,-3.5,1026.0,-19.9,0.0,NE,0.6,Dingling,1490.0
15479,2014,12,5,22,34.0,37.0,16.0,31.0,800.0,21.0,-3.8,1023.0,-20.1,0.0,ENE,0.8,Dingling,939.0
15480,2014,12,5,23,32.0,32.0,16.0,27.0,600.0,25.0,-4.5,1023.0,-20.3,0.0,WSW,0.5,Dingling,732.0
15481,2014,12,6,0,38.0,38.0,14.0,16.0,700.0,35.0,-5.5,1022.0,-19.6,0.0,NNW,1.4,Dingling,841.0
15482,2014,12,6,1,27.0,29.0,19.0,21.0,600.0,32.0,-6.5,1022.0,-18.5,0.0,N,1.4,Dingling,728.0
15483,2014,12,6,2,14.0,18.0,7.0,9.0,500.0,46.0,-6.2,1022.0,-17.3,0.0,SSW,1.1,Dingling,594.0
15484,2014,12,6,3,15.0,21.0,10.0,14.0,500.0,46.0,-6.9,1024.0,-18.0,0.0,N,0.3,Dingling,606.0
15485,2014,12,6,4,14.0,16.0,10.0,21.0,500.0,34.0,-7.3,1023.0,-18.0,0.0,N,0.9,Dingling,595.0
15486,2014,12,6,5,3.0,14.0,7.0,11.0,300.0,43.0,-7.9,1021.0,-17.8,0.0,WNW,0.7,Dingling,378.0
15487,2014,12,6,6,4.0,10.0,4.0,10.0,200.0,51.0,-7.9,1020.0,-17.0,0.0,WSW,0.5,Dingling,279.0
15488,2014,12,6,7,8.0,14.0,13.0,5.0,300.0,53.0,-7.6,1019.0,-18.0,0.0,NNE,0.4,Dingling,393.0
15489,2014,12,6,8,24.0,35.0,31.0,27.0,600.0,28.0,-6.0,1022.0,-17.4,0.0,E,0.6,Dingling,745.0
15490,2014,12,6,9,73.0,99.0,34.0,37.0,1700.0,20.0,-4.9,1021.0,-16.2,0.0,W,1.2,Dingling,1963.0
15491,2014,12,6,10,77.0,91.0,40.0,51.0,1700.0,16.0,-1.1,1022.0,-18.7,0.0,SSW,1.7,Dingling,1975.0
15492,2014,12,6,11,70.0,81.0,39.0,58.0,1400.0,18.0,0.9,1019.0,-18.5,0.0,SSW,1.4,Dingling,1666.0
15493,2014,12,6,12,80.0,99.0,39.0,58.0,1600.0,23.0,2.2,1022.0,-19.1,0.0,SE,1.4,Dingling,1899.0
15494,2014,12,6,13,76.0,87.0,40.0,61.0,1600.0,23.0,3.2,1026.0,-18.9,0.0,SSW,1.7,Dingling,1887.0
15495,2014,12,6,14,78.0,99.0,38.0,62.0,1400.0,26.0,3.2,1026.0,-19.6,0.0,SE,1.6,Dingling,1703.0
15496,2014,12,6,15,42.0,50.0,25.0,37.0,700.0,38.0,2.7,1022.0,-19.3,0.0,SSE,2.5,Dingling,892.0
15497,2014,12,6,16,32.0,55.0,15.0,34.0,600.0,39.0,2.4,1021.0,-20.2,0.0,E,1.1,Dingling,775.0
15498,2014,12,6,17,34.0,47.0,12.0,30.0,600.0,40.0,2.0,1021.0,-19.3,0.0,NNE,0.9,Dingling,763.0
15499,2014,12,6,18,40.0,56.0,16.0,34.0,700.0,30.0,1.5,1022.0,-19.1,0.0,N,1.2,Dingling,876.0
15500,2014,12,6,19,55.0,75.0,16.0,46.0,1200.0,13.0,1.7,1018.0,-18.3,0.0,E,1.1,Dingling,1405.0
15501,2014,12,6,20,67.0,80.0,21.0,53.0,1400.0,4.0,1.6,1018.0,-17.9,0.0,E,1.8,Dingling,1625.0
15502,2014,12,6,21,72.0,72.0,18.0,45.0,1300.0,6.0,1.3,1018.0,-17.6,0.0,E,0.8,Dingling,1513.0
15503,2014,12,6,22,58.0,62.0,19.0,51.0,1000.0,4.0,1.1,1023.0,-16.8,0.0,E,2.2,Dingling,1194.0
15504,2014,12,6,23,69.0,71.0,21.0,58.0,1200.0,3.0,0.6,1018.0,-15.0,0.0,E,1.5,Dingling,1422.0
15505,2014,12,7,0,88.0,95.0,25.0,60.0,1500.0,2.0,0.2,1019.0,-14.2,0.0,E,1.0,Dingling,1770.0
15506,2014,12,7,1,101.0,101.0,32.0,58.0,1700.0,2.0,-0.4,1023.0,-15.1,0.0,NNW,1.3,Dingling,1994.0
15507,2014,12,7,2,115.0,115.0,27.0,63.0,2200.0,2.0,-0.9,1020.0,-15.6,0.0,NNE,0.8,Dingling,2522.0
15508,2014,12,7,3,95.0,95.0,27.0,58.0,1800.0,2.0,-0.6,1023.0,-13.5,0.0,NNW,1.1,Dingling,2077.0
15509,2014,12,7,4,120.0,120.0,31.0,62.0,3400.0,2.0,-1.7,1018.0,-14.8,0.0,NW,1.3,Dingling,3735.0
15510,2014,12,7,5,104.0,104.0,25.0,59.0,2400.0,2.0,-2.6,1018.0,-13.8,0.0,NNW,1.2,Dingling,2694.0
15511,2014,12,7,6,97.0,97.0,20.0,57.0,2000.0,2.0,-2.8,1019.0,-14.0,0.0,N,0.6,Dingling,2273.0
15512,2014,12,7,7,96.0,99.0,22.0,59.0,2300.0,2.0,-3.7,1017.0,-13.9,0.0,NNW,2.1,Dingling,2578.0
15513,2014,12,7,8,91.0,94.0,21.0,57.0,1900.0,2.0,-4.0,1018.0,-13.7,0.0,N,1.5,Dingling,2165.0
15514,2014,12,7,9,98.0,108.0,24.0,49.0,1900.0,6.0,-2.1,1017.0,-13.0,0.0,NE,0.7,Dingling,2185.0
15515,2014,12,7,10,99.0,107.0,34.0,43.0,1800.0,17.0,0.9,1020.0,-18.0,0.0,WNW,5.3,Dingling,2100.0
15516,2014,12,7,11,69.0,69.0,23.0,24.0,1000.0,34.0,2.8,1020.0,-21.4,0.0,WNW,4.5,Dingling,1219.0
15517,2014,12,7,12,6.0,25.0,7.0,3.0,300.0,51.0,4.0,1015.0,-21.2,0.0,WNW,4.6,Dingling,392.0
15518,2014,12,7,13,11.0,33.0,9.0,2.0,300.0,53.0,4.0,1018.0,-20.4,0.0,W,6.7,Dingling,408.0
15519,2014,12,7,14,3.0,36.0,7.0,2.0,200.0,56.0,4.3,1021.0,-18.7,0.0,W,6.5,Dingling,304.0
15520,2014,12,7,15,14.0,31.0,4.0,2.0,200.0,58.0,4.4,1021.0,-17.3,0.0,W,5.6,Dingling,309.0
15521,2014,12,7,16,5.0,30.0,3.0,2.0,200.0,59.0,3.7,1018.0,-16.7,0.0,WNW,4.7,Dingling,299.0
15522,2014,12,7,17,5.0,26.0,5.0,2.0,200.0,58.0,2.4,1017.0,-16.2,0.0,WNW,3.0,Dingling,296.0
15523,2014,12,7,18,9.0,21.0,4.0,2.0,200.0,57.0,1.1,1017.0,-16.3,0.0,NW,1.6,Dingling,293.0
15524,2014,12,7,19,7.0,21.0,2.0,2.0,200.0,57.0,1.0,1017.0,-16.9,0.0,N,1.2,Dingling,289.0
15525,2014,12,7,20,12.0,19.0,2.0,2.0,200.0,56.0,0.1,1012.0,-16.7,0.0,N,1.4,Dingling,291.0
15526,2014,12,7,21,17.0,19.0,2.0,2.0,200.0,55.0,-0.8,1014.0,-16.3,0.0,N,2.0,Dingling,295.0
15527,2014,12,7,22,3.0,18.0,2.0,2.0,200.0,58.0,-1.6,1015.0,-15.8,0.0,N,1.1,Dingling,283.0
15528,2014,12,7,23,7.0,15.0,2.0,3.0,200.0,56.0,-1.7,1015.0,-16.3,0.0,E,0.7,Dingling,283.0
15529,2014,12,8,0,8.0,14.0,3.0,3.0,200.0,53.0,-1.2,1016.0,-16.2,0.0,NNE,2.5,Dingling,281.0
15530,2014,12,8,1,9.0,10.0,3.0,2.0,200.0,58.0,-1.9,1019.0,-16.1,0.0,NNE,1.9,Dingling,282.0
15531,2014,12,8,2,8.0,13.0,3.0,2.0,200.0,59.0,-1.8,1018.0,-15.6,0.0,NNE,2.3,Dingling,285.0
15532,2014,12,8,3,7.0,18.0,9.0,5.0,200.0,54.0,-2.3,1018.0,-15.7,0.0,NNE,2.8,Dingling,293.0
15533,2014,12,8,4,15.0,21.0,20.0,13.0,300.0,38.0,-2.6,1018.0,-15.3,0.0,NNW,1.6,Dingling,407.0
15534,2014,12,8,5,18.0,23.0,26.0,17.0,400.0,37.0,-2.7,1018.0,-15.4,0.0,N,1.6,Dingling,521.0
15535,2014,12,8,6,15.0,22.0,20.0,16.0,400.0,38.0,-2.9,1016.0,-15.6,0.0,NNE,2.7,Dingling,511.0
15536,2014,12,8,7,15.0,21.0,20.0,12.0,400.0,45.0,-4.1,1019.0,-15.7,0.0,NNW,1.8,Dingling,513.0
15537,2014,12,8,8,20.0,22.0,16.0,15.0,500.0,38.0,-3.7,1013.0,-16.0,0.0,N,2.0,Dingling,611.0
15538,2014,12,8,9,25.0,36.0,17.0,12.0,500.0,42.0,-2.7,1015.0,-15.7,0.0,NNW,1.3,Dingling,632.0
15539,2014,12,8,10,24.0,34.0,33.0,13.0,500.0,46.0,0.4,1016.0,-15.6,0.0,W,1.1,Dingling,650.0
15540,2014,12,8,11,25.0,33.0,51.0,14.0,550.0,46.0,1.9,1018.0,-16.1,0.0,SSW,1.4,Dingling,719.0
15541,2014,12,8,12,497.0,497.0,50.0,13.0,600.0,47.0,2.8,1015.0,-16.3,0.0,S,2.0,Dingling,1704.0
15542,2014,12,8,13,257.5,46.0,38.0,26.0,650.0,40.0,3.5,1014.0,-15.7,0.0,S,2.1,Dingling,1057.5
15543,2014,12,8,14,18.0,43.0,31.0,29.0,700.0,41.0,3.8,1014.0,-14.5,0.0,S,2.2,Dingling,862.0
15544,2014,12,8,15,54.0,66.0,35.0,45.0,800.0,36.0,3.7,1016.0,-13.6,0.0,S,1.8,Dingling,1036.0
15545,2014,12,8,16,66.0,90.0,36.0,60.0,900.0,28.0,3.0,1015.0,-12.9,0.0,ESE,1.5,Dingling,1180.0
15546,2014,12,8,17,103.0,118.0,38.0,79.0,1400.0,11.0,2.2,1015.0,-12.8,0.0,E,1.5,Dingling,1749.0
15547,2014,12,8,18,114.0,135.0,31.0,80.0,1500.0,3.0,-0.1,1011.0,-13.1,0.0,N,1.1,Dingling,1863.0
15548,2014,12,8,19,129.0,135.0,34.0,83.0,1700.0,2.0,-0.2,1010.0,-13.2,0.0,ENE,1.3,Dingling,2083.0
15549,2014,12,8,20,106.0,106.0,30.0,77.0,1300.0,2.0,-2.0,1012.0,-13.2,0.0,NW,1.1,Dingling,1621.0
15550,2014,12,8,21,113.0,118.0,34.0,80.0,1800.0,2.0,-2.7,1015.0,-13.3,0.0,N,0.9,Dingling,2147.0
15551,2014,12,8,22,173.0,173.0,44.0,81.0,3100.0,2.0,-2.8,1011.0,-13.4,0.0,ENE,0.8,Dingling,3573.0
15552,2014,12,8,23,142.0,142.0,34.0,74.0,1800.0,2.0,-3.7,1013.0,-13.1,0.0,NW,1.3,Dingling,2194.0
15553,2014,12,9,0,123.0,123.0,27.0,72.0,1600.0,2.0,-4.0,1013.0,-12.9,0.0,NNW,1.2,Dingling,1947.0
15554,2014,12,9,1,141.0,141.0,30.0,73.0,2100.0,2.0,-4.5,1013.0,-13.1,0.0,N,0.9,Dingling,2487.0
15555,2014,12,9,2,185.0,185.0,27.0,71.0,2700.0,2.0,-5.1,1018.0,-13.0,0.0,NNW,1.2,Dingling,3170.0
15556,2014,12,9,3,135.0,135.0,21.0,66.0,2000.0,2.0,-5.9,1018.0,-13.1,0.0,NW,0.9,Dingling,2359.0
15557,2014,12,9,4,118.0,118.0,17.0,65.0,1700.0,2.0,-6.0,1015.0,-13.2,0.0,N,0.4,Dingling,2020.0
15558,2014,12,9,5,119.0,119.0,20.0,66.0,2000.0,2.0,-6.1,1017.0,-13.0,0.0,NW,1.5,Dingling,2326.0
15559,2014,12,9,6,119.0,119.0,18.0,69.0,1600.0,2.0,-6.1,1014.0,-13.2,0.0,NE,0.5,Dingling,1927.0
15560,2014,12,9,7,119.0,119.0,19.0,67.0,1800.0,2.0,-6.5,1014.0,-13.0,0.0,NNW,2.1,Dingling,2126.0
15561,2014,12,9,8,110.0,110.0,18.0,67.0,1700.0,2.0,-6.0,1013.0,-12.9,0.0,NNW,0.9,Dingling,2007.0
15562,2014,12,9,9,176.0,176.0,30.0,67.0,2500.0,2.0,-4.7,1013.0,-12.4,0.0,NW,0.9,Dingling,2951.0
15563,2014,12,9,10,197.0,197.0,34.0,67.0,3200.0,2.0,-2.9,1015.0,-11.4,0.0,ESE,1.1,Dingling,3697.0
15564,2014,12,9,11,173.0,173.0,41.0,75.0,2300.0,2.0,-2.4,1013.0,-10.7,0.0,E,1.0,Dingling,2764.0
15565,2014,12,9,12,173.0,176.0,54.0,86.0,2600.0,2.0,-1.8,1013.0,-10.6,0.0,SE,1.7,Dingling,3091.0
15566,2014,12,9,13,171.0,177.0,54.0,88.0,2600.0,2.0,-1.3,1018.0,-10.4,0.0,ESE,1.4,Dingling,3092.0
15567,2014,12,9,14,190.0,196.0,60.0,90.0,2700.0,2.0,-1.4,1019.0,-9.3,0.0,E,0.7,Dingling,3238.0
15568,2014,12,9,15,211.0,230.0,70.0,95.0,3300.0,2.0,-1.1,1015.0,-9.2,0.0,ENE,1.3,Dingling,3908.0
15569,2014,12,9,16,242.0,244.0,78.0,99.0,3700.0,2.0,-0.9,1018.0,-9.3,0.0,W,0.8,Dingling,4365.0
15570,2014,12,9,17,243.0,248.0,73.0,100.0,3800.0,2.0,-1.3,1015.0,-9.4,0.0,W,1.3,Dingling,4466.0
15571,2014,12,9,18,259.0,259.0,69.0,99.0,4100.0,2.0,-1.4,1017.0,-9.8,0.0,NNW,1.0,Dingling,4788.0
15572,2014,12,9,19,262.0,262.0,70.0,98.0,4200.0,2.0,-1.2,1013.0,-9.3,0.0,N,0.9,Dingling,4894.0
15573,2014,12,9,20,254.0,256.0,70.0,95.0,4000.0,2.0,-1.2,1015.0,-9.1,0.0,NNW,0.7,Dingling,4677.0
15574,2014,12,9,21,259.0,259.0,65.0,95.0,4300.0,2.0,-1.2,1014.0,-9.8,0.0,WSW,1.4,Dingling,4980.0
15575,2014,12,9,22,284.0,284.0,70.0,97.0,4800.0,2.0,-1.2,1014.0,-9.8,0.0,NNW,1.0,Dingling,5537.0
15576,2014,12,9,23,292.0,292.0,68.0,96.0,4900.0,2.0,-1.2,1019.0,-9.6,0.0,N,1.2,Dingling,5650.0
15577,2014,12,10,0,285.0,288.0,57.0,94.0,4600.0,2.0,-1.3,1017.0,-6.1,0.0,NNW,0.6,Dingling,5326.0
15578,2014,12,10,1,275.0,275.0,54.0,95.0,4100.0,2.0,-1.6,1019.0,-6.2,0.0,N,1.1,Dingling,4801.0
15579,2014,12,10,2,276.0,276.0,29.0,94.0,3600.0,2.0,-2.5,1018.0,-6.5,0.0,N,1.0,Dingling,4277.0
15580,2014,12,10,3,266.0,266.0,23.0,89.0,3500.0,2.0,-3.1,1019.0,-6.9,0.0,ENE,0.2,Dingling,4146.0
15581,2014,12,10,4,271.0,271.0,25.0,97.0,3800.0,2.0,-3.3,1016.0,-6.9,0.0,NE,0.7,Dingling,4466.0
15582,2014,12,10,5,264.0,264.0,20.0,94.0,3400.0,2.0,-4.5,1014.0,-7.8,0.0,NW,1.4,Dingling,4044.0
15583,2014,12,10,6,256.0,256.0,18.0,88.0,3300.0,2.0,-3.8,1016.0,-7.4,0.0,E,0.9,Dingling,3920.0
15584,2014,12,10,7,153.0,165.0,33.0,69.0,2000.0,2.0,-4.4,1016.0,-7.5,0.0,N,0.4,Dingling,2422.0
15585,2014,12,10,8,259.0,259.0,21.0,87.0,3700.0,2.0,-3.3,1019.0,-6.9,0.0,ENE,1.0,Dingling,4328.0
15586,2014,12,10,9,231.0,239.0,29.0,70.0,3100.0,3.0,2.2,1018.0,-12.4,0.0,WNW,5.7,Dingling,3672.0
15587,2014,12,10,10,83.0,209.0,21.0,11.0,500.0,44.0,3.2,1019.0,-15.0,0.0,W,3.9,Dingling,868.0
15588,2014,12,10,11,57.0,215.0,6.0,4.0,300.0,57.0,3.8,1019.0,-16.0,0.0,WNW,4.9,Dingling,639.0
15589,2014,12,10,12,45.0,206.0,2.0,2.0,200.0,65.0,3.9,1019.0,-17.7,0.0,WNW,5.6,Dingling,520.0
15590,2014,12,10,13,37.0,153.0,2.0,2.0,200.0,69.0,3.9,1019.0,-19.0,0.0,WNW,7.0,Dingling,463.0
15591,2014,12,10,14,24.0,118.0,3.0,2.0,200.0,71.0,3.9,1020.0,-19.0,0.0,WNW,6.4,Dingling,418.0
15592,2014,12,10,15,9.0,86.0,2.0,2.0,200.0,73.0,3.7,1020.0,-18.5,0.0,WNW,8.0,Dingling,372.0
15593,2014,12,10,16,11.0,78.0,2.0,2.0,200.0,72.0,2.5,1021.0,-18.3,0.0,WNW,5.8,Dingling,365.0
15594,2014,12,10,17,10.0,74.0,2.0,2.0,200.0,69.0,1.1,1019.0,-17.3,0.0,NW,4.1,Dingling,357.0
15595,2014,12,10,18,6.0,62.0,2.0,2.0,200.0,69.0,0.5,1019.0,-17.3,0.0,WNW,4.8,Dingling,341.0
15596,2014,12,10,19,8.0,45.0,2.0,2.0,200.0,69.0,0.0,1022.0,-18.2,0.0,WNW,5.2,Dingling,326.0
15597,2014,12,10,20,5.0,32.0,2.0,2.0,200.0,69.0,-0.5,1020.0,-17.7,0.0,WNW,4.6,Dingling,310.0
15598,2014,12,10,21,3.0,23.0,2.0,3.0,200.0,67.0,-0.8,1021.0,-17.5,0.0,NW,2.6,Dingling,298.0
15599,2014,12,10,22,8.0,13.0,2.0,3.0,200.0,66.0,-1.2,1021.0,-17.4,0.0,WNW,3.0,Dingling,292.0
15600,2014,12,10,23,5.0,8.0,3.0,3.0,200.0,65.0,-1.9,1020.0,-17.6,0.0,NE,1.9,Dingling,284.0
15601,2014,12,11,0,7.0,10.0,3.0,3.0,200.0,65.0,-2.9,1024.0,-17.0,0.0,N,1.1,Dingling,288.0
15602,2014,12,11,1,13.0,18.0,3.0,4.0,300.0,62.0,-3.8,1023.0,-16.7,0.0,NW,1.5,Dingling,400.0
15603,2014,12,11,2,8.0,8.0,3.0,3.0,200.0,61.0,-3.8,1022.0,-17.1,0.0,NNW,1.1,Dingling,283.0
15604,2014,12,11,3,4.0,5.0,3.0,2.0,200.0,65.0,-4.0,1021.0,-17.2,0.0,WNW,1.7,Dingling,279.0
15605,2014,12,11,4,7.0,7.0,3.0,4.0,200.0,64.0,-4.0,1022.0,-17.6,0.0,NNW,2.1,Dingling,285.0
15606,2014,12,11,5,7.0,7.0,4.0,3.0,200.0,65.0,-4.4,1026.0,-17.3,0.0,NNE,1.3,Dingling,286.0
15607,2014,12,11,6,7.0,7.0,8.0,5.0,300.0,61.0,-4.4,1026.0,-17.6,0.0,NW,1.2,Dingling,388.0
15608,2014,12,11,7,11.0,11.0,12.0,6.0,300.0,58.0,-4.2,1023.0,-17.4,0.0,NNW,2.2,Dingling,398.0
15609,2014,12,11,8,8.0,8.0,6.0,5.0,200.0,61.0,-3.7,1024.0,-17.7,0.0,N,2.1,Dingling,288.0
15610,2014,12,11,9,5.0,8.0,8.0,5.0,300.0,61.0,-3.1,1020.0,-17.5,0.0,NE,3.0,Dingling,387.0
15611,2014,12,11,10,12.0,12.0,23.0,9.0,400.0,54.0,-0.7,1024.0,-17.4,0.0,WNW,3.4,Dingling,510.0
15612,2014,12,11,11,14.0,17.0,20.0,9.0,400.0,54.0,0.9,1025.0,-18.5,0.0,WNW,6.2,Dingling,514.0
15613,2014,12,11,12,12.0,12.0,19.0,6.0,400.0,60.0,2.0,1026.0,-18.7,0.0,W,5.0,Dingling,509.0
15614,2014,12,11,13,14.0,23.0,18.0,8.0,400.0,59.0,3.2,1024.0,-18.9,0.0,WNW,3.8,Dingling,522.0
15615,2014,12,11,14,15.0,16.0,16.0,7.0,400.0,64.0,3.7,1027.0,-19.9,0.0,WNW,4.2,Dingling,518.0
15616,2014,12,11,15,14.0,14.0,12.0,5.0,300.0,68.0,4.0,1027.0,-18.9,0.0,WNW,4.7,Dingling,413.0
15617,2014,12,11,16,19.0,27.0,17.0,8.0,400.0,64.0,2.9,1026.0,-19.2,0.0,W,5.8,Dingling,535.0
15618,2014,12,11,17,22.0,33.0,24.0,14.0,400.0,57.0,1.9,1023.0,-18.8,0.0,W,2.3,Dingling,550.0
15619,2014,12,11,18,24.0,41.0,25.0,18.0,500.0,51.0,0.8,1023.0,-18.6,0.0,W,1.8,Dingling,659.0
15620,2014,12,11,19,21.0,48.0,15.0,13.0,400.0,54.0,0.2,1019.0,-17.6,0.0,NNW,2.0,Dingling,551.0
15621,2014,12,11,20,14.0,56.0,6.0,4.0,300.0,64.0,1.1,1021.0,-15.9,0.0,WNW,3.9,Dingling,444.0
